last_name, first_name,player_id,year,player_age,ab,hit,single,double,triple,home_run,strikeout,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,r_stolen_base_pct,xslg,xobp,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel,barrel_batted_rate,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,n_bolts,sprint_speed,
Odor, Rougned,596059,2022,28,426,88,53,19,3,13,109,23.1,6.8,.207,.357,.275,0.632,,.339,.279,87.8,21.5,30.5,21,6.5,72.9,19.8,30.9,42.8,56.2,308,928,449,1,27.1,
Slater, Austin,596103,2022,29,277,73,49,15,2,7,89,27.4,12.3,.264,.408,.366,0.774,,.429,.363,89,6.6,43.2,20,10.5,67.3,23.9,26.5,46.8,51.1,150,746,383,7,28.2,
Story, Trevor,596115,2022,29,357,85,47,22,0,16,122,30.8,8.1,.238,.434,.303,0.737,,.397,.290,88.9,17.8,36,27,11.3,69,21.5,33.1,47.7,52.3,122,947,424,5,28.5,
Stubbs, Garrett,596117,2022,29,106,28,18,4,1,5,30,24.8,11.6,.264,.462,.350,0.812,,.299,.300,85.2,15.2,33.8,4,5.2,51.9,9.8,28,40,60,55,319,121,,27.3,
Vogelbach, Daniel,596129,2022,29,386,92,54,19,1,18,114,24.7,15.8,.238,.433,.360,0.793,,.428,.360,89.4,15.8,38.1,29,10.6,45.5,13.9,20.5,33.2,66.8,229,1248,588,,23.9,
Sanchez, Gary,596142,2022,29,419,86,46,24,0,16,136,28.9,8.5,.205,.377,.282,0.659,,.439,.298,90.5,14,29.2,39,13.5,60.7,20.5,28.7,50.7,49.3,182,945,698,,25.1,
Kepler, Max,596146,2022,29,388,88,60,18,1,9,66,14.8,11,.227,.348,.318,0.666,,.412,.353,89.1,11.2,31.9,23,7.1,70.5,12.5,23.5,40.6,58.9,254,885,473,2,27.9,
Franco, Maikel,596748,2022,29,371,85,61,15,0,9,75,19.3,3.1,.229,.342,.255,0.597,,.351,.270,87,11.5,33.1,14,4.7,68.3,21.8,38.5,39.3,60.7,213,665,492,,25.5,
Choi, Ji Man,596847,2022,31,356,83,50,22,0,11,123,29.4,13.8,.233,.388,.341,0.729,,.413,.347,92.2,10.6,37.3,28,11.9,67.5,24.6,19.9,54.5,44.4,352,1070,363,,25.0,
Bradley Jr., Jackie,598265,2022,32,344,70,42,23,1,4,77,20.8,6.5,.203,.311,.255,0.566,,.330,.273,87.6,7.4,29.4,13,4.8,69.7,24.1,28.6,43,56.5,253,737,354,,27.0,
La Stella, Tommy,600303,2022,33,180,43,27,14,0,2,30,15.4,5.6,.239,.350,.282,0.632,,.329,.276,87.9,14.6,37.3,3,2,53.1,10.2,27.6,29.9,69.2,108,490,186,,24.9,
Candelario, Jeimer,600869,2022,28,429,93,59,19,2,13,109,23.3,6,.217,.361,.272,0.633,,.379,.284,87.2,13.5,37,27,8.3,74.5,17.8,33.6,39.9,59.7,274,953,465,,27.3,
Daza, Yonathan,602074,2022,28,372,112,87,21,2,2,58,14.2,6.4,.301,.384,.349,0.733,,.351,.333,84.8,4.6,34.1,6,1.9,66.1,12.2,35.7,30.1,69.9,180,817,484,,28.2,
Urias, Ramon,602104,2022,28,403,100,66,17,1,16,98,22,6.7,.248,.414,.305,0.719,,.420,.309,89.4,11,32.1,30,9.6,70.8,21,29,43.1,56.9,154,967,445,,26.7,
Anderson, Brian,605119,2022,29,338,75,50,16,1,8,101,26.4,9.7,.222,.346,.311,0.657,,.379,.317,88.7,7.7,31.1,23,9.7,73.9,22.9,29,48.1,51.9,189,875,423,,27.5,
Barnes, Austin,605131,2022,32,179,38,24,6,0,8,37,17.5,12.7,.212,.380,.324,0.704,,.329,.323,87.4,13.6,31,7,4.8,65.9,12.8,15.3,41,59,87,533,230,,26.6,
Bell, Josh,605137,2022,29,552,147,98,29,3,17,102,15.8,12.5,.266,.422,.362,0.784,,.424,.369,88.9,8.4,30.7,33,7.2,68.8,16.3,24.9,34.6,65.4,567,1363,549,,26.2,
Betts, Mookie,605141,2022,29,572,154,76,40,3,35,104,16.3,8.6,.269,.533,.340,0.873,,.465,.327,90.5,18.6,36.2,46,9.7,66.9,8.3,22.2,40.5,59.5,230,1459,695,,27.3,
Caratini, Victor,605170,2022,28,272,54,33,12,0,9,67,21.3,9.9,.199,.342,.300,0.642,,.350,.332,89.4,6.6,30,13,6.3,60.9,11.4,23.8,45,55,191,729,300,,24.9,
Davis, J.D.,605204,2022,29,318,79,50,16,1,12,122,33.4,10.7,.248,.418,.340,0.758,,.472,.338,92.4,12.3,34.8,32,16.2,76.8,32.3,25.4,52.9,47.1,167,901,372,,26.5,
Garcia, Aramis,605244,2022,29,108,23,20,2,0,1,34,29.6,2.6,.213,.259,.248,0.507,,.314,.246,87.5,19.6,35.5,2,2.6,73.2,22.6,31.1,50,48.6,54,268,121,,26.0,
Machin, Vimael,605353,2022,28,223,49,36,12,0,1,47,18.6,9.9,.220,.287,.300,0.587,,.343,.323,89.3,10.2,36.3,7,3.9,65.5,10.5,26.5,33.8,66.2,151,573,242,,25.5,
Perez, Michael,605421,2022,29,121,18,12,0,0,6,32,24.2,7.6,.149,.298,.214,0.512,,.359,.266,88.8,18.3,35.6,7,7.8,59.7,18.5,28,50.7,49.3,73,264,139,,24.4,
Zimmer, Bradley,605548,2022,29,105,13,6,5,0,2,45,38.5,4.3,.124,.229,.207,0.436,,.268,.220,87,10.5,21.3,7,11.5,68.9,28,33.2,58.6,38.6,55,246,111,8,29.2,
Castro, Harold,605612,2022,28,420,114,84,21,2,7,79,17.8,3.8,.271,.381,.300,0.681,,.423,.305,87,11.4,41.6,21,6.1,69.3,13.4,39.8,29.9,69.8,297,899,416,,26.2,
Arcia, Orlando,606115,2022,27,209,51,33,9,0,9,51,21.8,9,.244,.416,.316,0.732,,.421,.327,90.7,11.7,30,12,7.5,63.7,16.3,27,51.2,48.8,64,500,317,,26.4,
Tapia, Raimel,606132,2022,28,411,109,79,20,3,7,81,18.7,3.7,.265,.380,.292,0.672,,.371,.288,87.6,4,27.5,17,5.1,70.3,14,42.3,32.6,66.9,251,924,372,10,28.2,
Aquino, Aristides,606157,2022,28,259,51,28,13,0,10,101,36.6,6.2,.197,.363,.246,0.609,,.317,.231,85.6,17.4,27.2,13,8.2,76.4,27.2,39.3,55.9,44.1,125,551,344,2,28.8,
Hernandez, Teoscar,606192,2022,29,499,133,72,35,1,25,152,28.4,6.4,.267,.491,.316,0.807,,.501,.314,92.6,11.6,36.3,52,15,69,25.1,30.3,55.9,44.1,211,1141,634,5,28.6,
Marte, Ketel,606466,2022,28,492,118,62,42,2,12,101,18.1,9.9,.240,.407,.321,0.728,,.377,.333,90.1,13.5,31.6,24,6.1,65.7,16.3,28.1,30.1,69.6,417,1080,615,1,27.0,
Haase, Eric,606992,2022,29,323,82,50,17,1,14,97,27.6,6.8,.254,.443,.305,0.748,,.399,.292,87.7,17,32.3,20,8.7,70.3,23.3,35.4,48.9,51.1,152,699,445,,27.9,
Nimmo, Brandon,607043,2022,29,580,159,106,30,7,16,116,17.2,10.5,.274,.433,.367,0.800,,.409,.357,89.4,6.1,28.1,33,7,64.8,13.7,21.2,38.6,61.4,309,1789,639,30,28.7,
Peterson, Jace,607054,2022,32,288,68,44,14,2,8,85,25.9,10.1,.236,.382,.316,0.698,,.362,.313,88.6,9.7,33.7,15,7.2,57.8,17,23.4,51.5,48.5,250,764,384,3,28.5,
Turner, Trea,607208,2022,29,652,194,130,39,4,21,131,18.5,6.4,.298,.466,.343,0.809,,.432,.327,88.9,10.2,35.3,40,7.6,72.4,15.5,33.1,46.3,53.7,318,1391,941,131,30.3,
Stallings, Jacob,607732,2022,32,346,77,61,12,0,4,83,21.6,7.6,.223,.292,.292,0.584,,.312,.292,86.7,12.9,33.5,9,3.4,62,12.5,26,46.2,53.8,130,884,408,,23.7,
Ramirez, Jose,608070,2022,29,601,168,90,44,5,29,82,12,10.1,.280,.514,.355,0.869,,.408,.337,87.7,20.7,33.7,35,6.6,66.4,9.5,28.7,26.4,73.1,580,1400,662,5,28.5,
Bregman, Alex,608324,2022,28,548,142,81,38,0,23,77,11.7,13.3,.259,.454,.366,0.820,,.416,.369,88.9,19.5,36.2,35,7.3,65.8,9.4,17.8,32.6,67.4,282,1449,656,,26.6,
Gallo, Joey,608336,2022,28,350,56,27,8,2,19,163,39.8,13.7,.160,.357,.280,0.637,,.373,.288,89.6,23.8,29.3,33,17.6,70.1,31.2,27.5,61.7,37.5,313,921,426,,27.2,
Kelly, Carson,608348,2022,27,317,67,42,18,0,7,71,20.1,8.2,.211,.334,.282,0.616,,.345,.298,87.7,14.7,33.2,13,5.2,62.8,13.8,24.3,40.1,59.9,107,865,407,,25.7,
Seager, Corey,608369,2022,28,593,145,87,24,1,33,103,15.5,8.7,.245,.455,.317,0.772,,.510,.354,91.1,13.6,38.4,52,10.5,80.7,14.9,30.5,54.8,45.2,423,1079,671,,26.2,
Winker, Jesse,608385,2022,28,456,100,71,15,0,14,103,18.8,15.4,.219,.344,.344,0.688,,.403,.369,87.7,16.8,32,27,7.6,68.1,14.2,18.8,40.3,59.7,277,1310,545,,25.4,
Mazara, Nomar,608577,2022,27,159,42,32,8,0,2,40,23.4,5.8,.264,.352,.316,0.668,,.357,.303,86.1,17.6,35.3,5,4.2,65,19.5,29.7,41.4,58.6,57,422,209,,26.3,
Plawecki, Kevin,608700,2022,31,168,37,28,8,0,1,32,17.2,7.5,.220,.286,.286,0.572,,.299,.294,89.3,11.4,28.3,0,0,64.9,12.4,28.6,37,62,68,412,169,,24.8,
Refsnyder, Rob,608701,2022,31,153,47,30,11,0,6,46,26,8.5,.307,.497,.384,0.881,,.472,.371,89.9,13.1,49.1,12,10.9,58.9,20.4,25.2,35.6,64.4,100,402,183,,27.1,
Reynolds, Matt,608703,2022,31,244,60,46,10,1,3,78,28.7,9.6,.246,.332,.320,0.652,,.305,.294,90.2,5.6,36.5,5,3,58.9,15.3,25.5,59.2,40.8,90,632,314,,27.4,
Meneses, Joey,608841,2022,30,222,72,45,14,0,13,52,21.7,6.3,.324,.563,.367,0.930,,.457,.315,91.4,9.5,39,17,9.9,66.6,16.4,30.4,38.5,61.5,100,550,258,,25.8,
Andujar, Miguel,609280,2022,27,132,31,24,5,1,1,27,19.3,3.6,.235,.311,.257,0.568,,.351,.281,84.4,9.2,34.3,4,3.7,66,16.6,39.6,33.3,66.7,67,255,168,,27.4,
Vosler, Jason,613564,2022,28,98,26,15,6,1,4,29,26.1,9,.265,.469,.342,0.811,,.376,.326,84.7,15.2,41.4,3,4.3,64.3,17.2,31.4,42,56.5,54,217,139,,26.7,
Cordero, Franchy,614173,2022,27,242,53,27,17,1,8,92,33.5,10.2,.219,.397,.300,0.697,,.402,.310,89.7,12.7,39,19,12.3,69.7,27,30.8,57,42.5,187,626,232,4,28.6,
Reyes, Franmil,614177,2022,26,438,97,64,17,2,14,157,33.2,6.3,.221,.365,.273,0.638,,.358,.259,92,9.9,27.8,32,11.3,68.4,25.1,28.4,64,36,138,979,653,,26.0,
Torrens, Luis,620443,2022,26,151,34,29,2,0,3,50,30.1,7.2,.225,.298,.283,0.581,,.333,.299,90.3,8.9,34,5,4.9,66.5,15.8,25.8,57.1,42.9,68,360,203,,26.0,
Swanson, Dansby,621020,2022,28,640,177,119,32,1,25,182,26.1,7,.277,.447,.329,0.776,,.461,.314,90.2,15.7,37,50,10.8,72.4,23.8,26.4,49.7,50.3,287,1482,866,9,28.4,
Newman, Kevin,621028,2022,28,288,79,57,18,2,2,48,15.5,5.2,.274,.372,.316,0.688,,.332,.304,85.8,13.1,31.7,4,1.6,64.9,9.1,31.2,29.2,70.2,95,631,330,,27.9,
Taylor, Chris,621035,2022,31,402,89,51,25,3,10,160,35.2,9.7,.221,.373,.304,0.677,,.340,.282,87.4,20.4,40.8,25,10.2,75.2,32.4,23,66.4,33.6,270,1122,536,,28.5,
Correa, Carlos,621043,2022,27,522,152,105,24,1,22,121,20.5,10.3,.291,.467,.366,0.833,,.484,.353,89.9,11.6,35.3,46,11.4,63.3,15.3,26.9,36.6,63.4,238,1375,719,1,27.1,
Phillips, Brett,621433,2022,28,201,29,18,6,0,5,94,41.8,7.1,.144,.249,.217,0.466,,.244,.230,88.5,22.8,32.1,5,4.5,63.9,33,22.6,54.8,40.4,137,633,178,3,28.9,
Taylor, Tyrone,621438,2022,28,373,87,46,21,3,17,102,25.2,5.4,.233,.442,.286,0.728,,.412,.289,88,16.9,34.7,27,9.9,68.8,15.7,32.3,50.2,49.8,164,809,491,2,28.5,
Buxton, Byron,621439,2022,28,340,76,32,13,3,28,116,30.4,8.9,.224,.526,.306,0.832,,.509,.323,92.9,21.4,34.2,37,16.4,66.2,25,26.8,57.4,42.6,191,860,411,23,29.1,
Bolt, Skye,621450,2022,28,106,21,15,2,0,4,30,25.9,6,.198,.330,.259,0.589,,.321,.256,89.2,9.3,29.9,4,5.2,67.4,22,27.9,43.5,53.6,79,229,150,1,27.8,
Ward, Taylor,621493,2022,28,495,139,92,22,2,23,120,21.3,10.6,.281,.473,.360,0.833,,.474,.352,90,15.8,41.8,47,12.4,62.3,16.1,20.6,40.7,58.9,199,1338,647,6,28.4,
Nido, Tomas,621512,2022,28,284,68,50,15,0,3,76,24.3,4.5,.239,.324,.276,0.600,,.377,.279,86.3,8.3,40.1,14,6.3,81.6,29,42.1,43.5,54.4,137,580,313,,25.6,
Wisdom, Patrick,621550,2022,30,469,97,44,28,0,25,183,34.3,9.9,.207,.426,.298,0.724,,.380,.284,90.7,21,29.8,41,14.2,70.5,26.3,26.4,61.6,38.1,196,1182,761,,27.8,
Wendle, Joey,621563,2022,32,347,90,62,24,1,3,50,13.5,4,.259,.360,.297,0.657,,.331,.289,87.5,3,27.9,5,1.7,66.6,10.1,39.8,27.8,69.8,144,731,365,,27.3,
Olson, Matt,621566,2022,28,616,148,70,44,0,34,170,24.3,10.7,.240,.477,.325,0.802,,.467,.334,92.9,16.1,33.8,61,13.6,73.9,23.3,28.5,41.4,58.4,380,1596,841,,26.3,
Duffy, Matt,622110,2022,31,228,57,47,8,0,2,50,20.2,6.9,.250,.311,.308,0.619,,.333,.293,87.1,9.9,38.8,5,2.8,64.3,11.8,25.5,49.1,50.9,104,541,246,,26.8,
Margot, Manuel,622534,2022,27,336,92,68,18,2,4,68,18.7,6.6,.274,.375,.325,0.700,,.357,.316,89.5,10.2,30.9,10,3.7,74.4,15.4,32.6,44.5,54.2,121,790,413,3,28.0,
Camargo, Johan,622666,2022,28,152,36,30,3,0,3,37,22.3,7.8,.237,.316,.297,0.613,,.309,.286,86.4,11.6,37.1,3,2.6,68.1,19.2,33.8,33.6,66.4,153,399,148,,24.8,
Reyes, Victor,622682,2022,27,315,80,55,19,3,3,77,22.9,3.9,.254,.362,.289,0.651,,.368,.297,87.9,10.9,35.5,12,5,71.5,24.6,42.6,30.7,68.6,232,705,301,,27.5,
Mateo, Jorge,622761,2022,27,494,109,64,25,7,13,147,27.6,5.1,.221,.379,.267,0.646,,.344,.269,86.8,14.8,35.5,21,6,72.6,20.1,36.6,50.8,48.4,194,1054,610,69,30.1,
Heineman, Tyler,623168,2022,31,157,34,26,8,0,0,17,9.8,4.6,.217,.268,.276,0.544,,.293,.305,82.7,19.9,34,0,0,73.5,9.8,36.5,26.9,71.3,102,360,130,,26.7,
Velazquez, Andrew,623205,2022,27,322,63,46,8,0,9,119,34.1,4.3,.196,.304,.236,0.540,,.312,.243,88,8.2,33,14,6.6,76.8,26.5,29.3,55.1,43.3,209,773,306,35,29.1,
Bote, David,623520,2022,29,116,30,18,8,0,4,45,35.4,4.7,.259,.431,.315,0.746,,.354,.293,92.4,7.9,34.7,5,6.9,61,20.9,28,61.8,38.2,43,282,151,,26.7,
Ramirez, Harold,623912,2022,27,403,121,91,24,0,6,72,16.6,4.4,.300,.404,.343,0.747,,.387,.324,88.5,4.8,32.2,16,4.8,72.6,16.5,42,39.3,60.7,174,845,471,1,28.1,
Santander, Anthony,623993,2022,27,574,138,81,24,0,33,122,18.9,8.5,.240,.455,.318,0.773,,.471,.335,90.1,21.4,33.5,53,11.6,65.5,14,32.5,34.4,65.6,506,1475,560,,26.5,
Alonso, Pete,624413,2022,27,597,162,95,27,0,40,128,18.7,9.8,.271,.518,.352,0.870,,.486,.345,89.8,18.2,34.5,59,12.3,70.9,15.7,33.5,38.1,61.9,233,1460,689,,25.6,
Arroyo, Christian,624414,2022,27,280,80,57,16,1,6,49,16.3,4.3,.286,.414,.322,0.736,,.430,.330,88.9,9.1,34.9,15,6.4,76.8,9.7,40,39.4,60.6,106,576,277,,27.8,
Biggio, Cavan,624415,2022,27,257,52,27,18,1,6,85,28.1,12.5,.202,.350,.318,0.668,,.319,.311,88.3,19.5,36.2,12,6.9,62.4,19,16.4,54.5,44.6,254,716,275,,28.4,
Frazier, Adam,624428,2022,30,541,129,100,22,4,3,73,12.1,7.6,.238,.311,.301,0.612,,.339,.324,85.1,13.6,37.7,7,1.5,68.4,9.1,28.8,27.2,71.8,273,1320,510,,26.8,
Trevino, Jose,624431,2022,29,335,83,59,12,1,11,62,17.6,4.2,.248,.388,.283,0.671,,.364,.275,87.9,13,31,14,5.1,60.7,14.9,40,29.9,69.3,115,660,415,,25.0,
Gordon, Nick,624503,2022,26,405,110,69,28,4,9,105,23.7,4.3,.272,.427,.316,0.743,,.464,.308,90.6,12.5,36.6,29,9.4,78.6,20.1,39.2,44.1,55.9,213,911,380,1,27.8,
McGuire, Reese,624512,2022,27,249,67,49,14,1,3,56,20.4,4.4,.269,.369,.307,0.676,,.326,.276,87,14.1,33.2,5,2.5,66.2,11,38.1,36.8,61.6,152,543,226,,26.0,
Soler, Jorge,624585,2022,30,270,56,30,13,0,13,90,29.4,10.1,.207,.400,.295,0.695,,.421,.312,91.2,13.7,33.1,22,12.2,69.2,23.1,25.8,51.1,48.9,139,600,503,,26.9,
Sosa, Edmundo,624641,2022,26,176,40,23,11,4,2,50,26.3,2.6,.227,.369,.275,0.644,,.350,.291,86.8,11.4,34.4,7,5.5,69.8,17.1,45.6,51.3,48.1,65,334,232,18,29.5,
Hernandez, Yadiel,628450,2022,34,305,82,57,16,0,9,74,22.6,5.8,.269,.410,.312,0.722,,.407,.293,88.8,3.5,35.6,20,8.6,72.9,23.5,31.5,42.5,57.1,244,689,356,,25.6,
Ibanez, Andy,628451,2022,29,119,26,21,4,0,1,21,16.4,7,.218,.277,.273,0.550,,.344,.270,88.3,14.9,29.6,6,6.1,71,10.2,24.6,43.3,56.7,45,271,123,,27.4,
Cronenworth, Jake,630105,2022,28,587,140,89,30,4,17,131,19.2,10.2,.239,.390,.332,0.722,,.356,.319,87.6,18.2,32.3,26,5.6,60,11.3,21.6,38.3,61.3,327,1700,596,1,28.2,
Meadows, Austin,640457,2022,27,128,32,24,6,2,0,17,11.6,10.9,.250,.328,.347,0.675,,.460,.398,87.8,17.2,34.2,7,6.3,62.8,8.5,21.1,26.2,73.8,101,316,149,,27.2,
Mercado, Oscar,640458,2022,27,121,25,14,6,1,4,29,22.7,3.9,.207,.372,.242,0.614,,.350,.239,86.3,22.2,33.3,6,6.5,81.1,16.9,32.8,50,48.7,51,244,155,,28.3,
Pinder, Chad,640461,2022,30,361,85,55,18,0,12,118,31.1,3.7,.235,.385,.263,0.648,,.380,.263,87.5,9.7,33.3,16,6.5,75.4,27.3,30.1,52.6,47.4,167,799,392,,25.9,
Azocar, Jose,640492,2022,26,202,52,40,9,3,0,44,20.4,5.6,.257,.332,.298,0.630,,.323,.290,88.3,9.4,31.3,4,2.5,76,17.1,38.4,35.8,63.5,103,426,222,21,29.4,
Anderson, Tim,641313,2022,29,332,100,81,13,0,6,55,15.7,4,.301,.395,.339,0.734,,.438,.340,88.2,3.3,37.5,16,5.8,75.8,15.5,41.6,36.1,63.9,95,642,351,29,28.3,
Bellinger, Cody,641355,2022,26,504,106,57,27,3,19,150,27.3,6.9,.210,.389,.265,0.654,,.354,.271,89.4,20.3,34.4,30,8.3,68.2,22.4,31.7,37.4,62.6,323,1325,610,2,28.1,
Collins, Zack,641470,2022,27,97,15,7,4,0,4,41,38,8.3,.155,.320,.231,0.551,,.317,.256,91,20.1,35.1,5,8.8,64.8,25.2,18.9,73.9,26.1,69,278,105,,24.5,
Crawford, J.P.,641487,2022,27,518,126,93,24,3,6,80,13.3,11.3,.243,.336,.339,0.675,,.337,.353,85.1,8.9,32.4,9,2,61.9,9.2,20.5,29.6,68.4,339,1507,562,,26.8,
Delay, Jason,641511,2022,27,155,33,26,6,0,1,50,29.9,5.4,.213,.271,.265,0.536,,.251,.253,84.9,15.7,31.1,2,1.9,74.6,23.4,31.4,52.6,47.4,63,389,176,,26.1,
Dozier, Hunter,641531,2022,30,462,109,67,26,4,12,125,25,6.8,.236,.387,.292,0.679,,.387,.297,88.5,13.1,33.1,26,7.7,71.5,14.8,33,55.3,44.4,207,985,651,,27.9,
Engel, Adam,641553,2022,30,245,55,39,13,1,2,76,29.2,4.2,.224,.310,.269,0.579,,.287,.264,87.9,15,30.8,3,1.8,67.7,23.2,28.1,57.3,41.3,74,517,340,9,29.1,
Fraley, Jake,641584,2022,27,216,56,35,9,0,12,54,21.9,10.5,.259,.468,.344,0.812,,.417,.338,85.1,13.8,33.5,12,7.3,68.8,15.7,25,46,52.4,156,590,205,,27.9,
Garver, Mitch,641598,2022,31,188,39,22,7,0,10,53,24.7,10.7,.207,.404,.298,0.702,,.405,.313,88.9,18.4,37.2,12,8.8,61.4,19.7,21.9,42,58,93,504,304,,26.3,
Guillorme, Luis,641645,2022,27,297,81,66,12,1,2,46,13.7,10.1,.273,.340,.351,0.691,,.335,.335,86.2,4.3,35.6,6,2.4,57.4,9,21.3,26.5,72.1,138,877,319,,25.9,
Hampson, Garrett,641658,2022,27,199,42,30,7,3,2,63,27.9,9.3,.211,.307,.287,0.594,,.290,.282,86.5,10.2,29.8,6,4.3,60.2,15.8,27.9,47.1,49.6,90,506,265,23,29.5,
Heim, Jonah,641680,2022,27,406,92,55,20,1,16,87,19.3,9.1,.227,.399,.298,0.697,,.361,.296,89.3,17,29.6,22,6.9,73,15.7,29.6,34.8,64,312,995,414,,26.0,
Leblanc, Charles,641779,2022,26,156,41,27,10,0,4,53,31.4,7.1,.263,.404,.320,0.724,,.368,.278,87.3,16.9,36.9,9,8.7,62.5,13.3,27.5,51,47,78,398,193,,28.0,
Mancini III, Trey,641820,2022,30,519,124,82,23,1,18,135,23,9,.239,.391,.319,0.710,,.410,.328,89.5,12.7,39.6,38,9.8,67.3,18.7,30.1,45.5,54.5,286,1251,716,,25.6,
McMahon, Ryan,641857,2022,27,529,130,84,23,3,20,158,26.5,10.1,.246,.414,.327,0.741,,.423,.329,91.7,10.8,36.4,39,10.4,63.4,20.9,25.4,47.9,52.1,379,1595,556,,25.8,
Neuse, Sheldon,641914,2022,27,271,58,48,4,2,4,80,27.3,6.8,.214,.288,.273,0.561,,.291,.272,89.1,1.5,23,6,3.1,70.2,16,31.4,51.9,48.1,109,651,333,,26.4,
O'Neill, Tyler,641933,2022,27,334,76,50,11,1,14,103,26.9,9.9,.228,.392,.308,0.700,,.423,.324,89.8,13.6,36.6,27,11.3,68,23.4,25.9,49.3,50.7,173,817,526,36,29.8,
Smith, Dominic,642086,2022,27,134,26,15,10,1,0,37,24.3,7.9,.194,.284,.276,0.560,,.360,.299,89.6,10.9,28.3,7,7.1,67,15.3,26,50.6,49.4,77,328,165,,26.3,
Tellez, Rowdy,642133,2022,27,529,116,58,23,0,35,121,20.2,10.4,.219,.461,.306,0.767,,.479,.337,91.1,15.3,31.4,53,12.9,61.1,16.4,27,39.5,60.5,396,1273,652,,23.8,
VanMeter, Josh,642165,2022,27,171,32,22,5,2,3,45,23.4,9.9,.187,.292,.266,0.558,,.341,.301,88.1,14.3,37.5,6,4.7,54.6,13.9,13.7,51,49,115,464,207,,26.1,
Wade, Tyler,642180,2022,27,147,32,26,5,0,1,33,20.2,6.1,.218,.272,.272,0.544,,.278,.267,83.9,11.5,37,2,1.7,67.2,12.9,25.9,35.4,57,102,391,126,7,29.0,
White, Eli,642201,2022,28,105,21,16,2,0,3,41,35,9.4,.200,.305,.274,0.579,,.293,.261,86.4,21.5,30.8,3,4.6,67.7,30.6,23.6,68,32,51,242,140,20,30.1,
Mejia, Francisco,642336,2022,26,289,70,42,22,0,6,65,21.7,2.3,.242,.381,.264,0.645,,.329,.265,86.8,15.7,39.1,6,2.7,73,14.7,51.3,34,65.7,209,527,315,,26.9,
Siri, Jose,642350,2022,26,301,64,42,13,2,7,108,33.2,6.2,.213,.339,.268,0.607,,.323,.262,87.2,15.4,35.1,12,6.2,69.3,26.8,36.4,51,48.2,155,679,360,46,30.4,
Rosario, Amed,642708,2022,26,637,180,134,26,9,11,111,16.6,3.7,.283,.403,.312,0.715,,.396,.308,88.4,5,31.1,24,4.5,66.9,15.4,40,29.8,70.2,197,1322,741,89,29.5,
Adames, Willy,642715,2022,26,563,134,72,31,0,31,166,26.9,7.9,.238,.458,.298,0.756,,.451,.299,88.9,18.9,36.4,52,13,71.2,20.1,29.8,46,54,306,1343,720,1,27.8,
Alcantara, Sergio,642727,2022,25,205,45,30,8,1,6,57,25.4,5.4,.220,.356,.261,0.617,,.291,.254,86.6,13.5,32.5,3,1.9,58.8,15.7,26.4,42.3,56.1,113,578,224,,27.6,
Estrada, Thairo,642731,2022,26,488,127,89,22,2,14,89,16.5,6.1,.260,.400,.322,0.722,,.352,.312,86.2,8.1,31.6,18,4.4,67.2,11.7,32.3,35.5,62.7,204,1120,552,6,28.3,
Wynns, Austin,642851,2022,31,162,42,32,7,0,3,38,21.5,5.6,.259,.358,.313,0.671,,.318,.279,84.1,10.4,31.7,5,4,54.6,13.4,31.3,41,58.1,68,372,236,,24.9,
Benintendi, Andrew,643217,2022,27,461,140,109,23,3,5,77,14.8,10,.304,.399,.373,0.772,,.407,.347,89.2,12.6,39.2,20,5.1,73.2,18,22.7,29.5,70.5,268,1142,467,1,27.5,
Cooper, Garrett,643265,2022,31,414,108,64,33,2,9,119,25.4,8.5,.261,.415,.337,0.752,,.436,.338,89.6,8.8,39,32,10.7,61,16.8,30.3,40.8,59.2,127,1121,530,,26.3,
Dubon, Mauricio,643289,2022,27,243,52,38,9,0,5,30,11.3,4.9,.214,.313,.252,0.565,,.331,.280,84.7,16.7,28.1,5,2.3,72.7,12.2,38.2,21,79,95,512,291,,28.2,
Jansen, Danny,643376,2022,27,215,56,31,10,0,15,44,17.7,10.1,.260,.516,.339,0.855,,.511,.342,90.4,22.2,34.7,23,13.1,67.4,16.5,21,40.6,59.4,114,481,302,,27.5,
Kemp, Tony,643393,2022,30,497,117,84,24,2,7,69,12.4,8.1,.235,.334,.307,0.641,,.291,.294,84.4,15,33.9,7,1.6,68.4,9.1,29.4,22.3,76.3,283,1254,460,,26.1,
Kiner-Falefa, Isiah,643396,2022,27,483,126,102,20,0,4,72,13.6,6.6,.261,.327,.314,0.641,,.333,.317,86.2,4.3,29.6,5,1.2,58,5.9,30.8,21.6,78.4,203,1163,489,,28.4,
McNeil, Jeff,643446,2022,30,533,174,125,39,1,9,61,10.4,6.8,.326,.454,.382,0.836,,.389,.341,86.9,12.8,39,13,2.7,77.6,12.2,29.2,25.9,73.1,274,1269,471,,27.4,
Schwindel, Frank,643524,2022,30,271,62,43,11,0,8,58,19.9,6.5,.229,.358,.277,0.635,,.351,.281,88.1,10.2,31.6,10,4.7,73.8,20.7,36.8,37.2,62.8,172,590,350,,25.6,
