name,player_id,year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,b_rbi,r_total_caught_stealing,r_total_stolen_base,exit_velocity_avg,sweet_spot_percent,barrel_batted_rate,hp_to_1b,sprint_speed,team_id,team_name,division,league,avg_220,avg_240,avg_260,avg_280,avg_300,hr_10,hr_20,hr_30,hr_40,sb_05,sb_10,sb_15,sb_20
"Butera, Drew",460077,2021,37,32,36,3,2,1,0,0,16,0,44.4,0.0,0.094,0.125,0.091,0.216,5,0,0,84.9,45.0,0.0,,,108.0,LAA,ALW,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Romine, Andrew",461865,2021,35,60,64,11,8,2,0,1,24,4,37.5,6.3,0.183,0.267,0.234,0.501,5,1,0,80.5,36.1,0.0,,27.6,112.0,CHC,NLC,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Andrus, Elvis",462101,2021,32,497,541,121,91,25,2,3,81,31,15.0,5.7,0.243,0.32,0.294,0.614,37,2,12,87.8,34.0,2.1,4.53,26.7,133.0,OAK,ALW,AL,True,True,False,False,False,False,False,False,False,True,True,False,False
"Sandoval, Pablo",467055,2021,34,73,86,13,9,0,0,4,25,11,29.1,12.8,0.178,0.342,0.302,0.644,11,0,0,91.5,41.7,10.4,,22.6,144.0,ATL,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Ramos, Wilson",467092,2021,33,151,163,31,18,5,0,8,36,9,22.1,5.5,0.205,0.397,0.248,0.645,20,0,0,89.6,30.2,11.2,5.03,23.7,114.0,CLE,ALC,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Santana, Carlos",467793,2021,35,565,659,121,87,15,0,19,102,86,15.5,13.1,0.214,0.342,0.319,0.661,69,0,2,89.9,28.0,6.8,4.7,24.9,118.0,KC,ALC,AL,False,False,False,False,False,True,False,False,False,False,False,False,False
"Parra, Gerardo",467827,2021,34,97,107,23,16,5,0,2,30,6,28.0,5.6,0.237,0.351,0.292,0.643,10,1,1,87.5,36.2,1.4,,26.0,120.0,WSH,NLE,NL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Carrasco, Carlos",471911,2021,34,15,19,0,0,0,0,0,10,0,52.6,0.0,0.0,0.0,0.0,0.0,0,0,0,84.5,0.0,0.0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Anderson, Brett",474463,2021,33,28,34,0,0,0,0,0,14,4,41.2,11.8,0.0,0.0,0.125,0.125,1,0,0,71.0,18.8,0.0,,,158.0,MIL,NLC,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Mercer, Jordy",474568,2021,34,118,127,30,21,7,0,2,34,9,26.8,7.1,0.254,0.364,0.307,0.671,9,0,0,86.7,42.9,3.6,4.53,26.5,120.0,WSH,NLE,NL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Belt, Brandon",474832,2021,33,325,381,89,44,14,2,29,103,48,27.0,12.6,0.274,0.597,0.378,0.975,59,2,3,89.2,35.9,17.0,4.61,25.6,137.0,SF,NLW,NL,True,True,True,False,False,True,True,False,False,False,False,False,False
"Zimmerman, Ryan",475582,2021,36,255,273,62,32,16,0,14,77,16,28.2,5.9,0.243,0.471,0.286,0.757,46,0,0,91.3,32.2,10.6,4.52,26.6,120.0,WSH,NLE,NL,True,True,False,False,False,True,False,False,False,False,False,False,False
"Lowrie, Jed",476704,2021,37,457,512,112,70,28,0,14,108,49,21.1,9.6,0.245,0.398,0.318,0.716,69,0,0,90.7,36.5,9.3,4.7,25.2,133.0,OAK,ALW,AL,True,True,False,False,False,True,False,False,False,False,False,False,False
"Kershaw, Clayton",477132,2021,33,36,39,8,8,0,0,0,11,1,28.2,2.6,0.222,0.222,0.243,0.465,3,0,0,79.6,33.3,0.0,,23.0,119.0,LAD,NLW,NL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Avila, Alex",488671,2021,34,89,111,17,6,9,1,1,37,19,33.3,17.1,0.191,0.348,0.345,0.693,9,0,0,88.6,39.6,11.3,,24.2,120.0,WSH,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Brantley Jr., Michael",488726,2021,34,469,508,146,106,29,3,8,53,33,10.4,6.5,0.311,0.437,0.362,0.799,47,0,1,89.5,38.8,5.8,4.65,25.7,117.0,HOU,ALW,AL,True,True,True,True,True,False,False,False,False,False,False,False,False
"Castro, Jason",488771,2021,34,149,179,35,20,7,0,8,54,25,30.2,14.0,0.235,0.443,0.356,0.799,21,0,0,90.5,43.3,14.4,4.52,26.6,117.0,HOU,ALW,AL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Miley, Wade",489119,2021,34,54,59,10,7,3,0,0,13,3,22.0,5.1,0.185,0.241,0.228,0.469,3,0,0,86.2,27.9,0.0,,23.7,113.0,CIN,NLC,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Gurriel, Yuli",493329,2021,37,530,605,169,123,31,0,15,68,59,11.2,9.8,0.319,0.462,0.383,0.845,81,1,1,89.8,31.0,3.4,4.42,27.0,117.0,HOU,ALW,AL,True,True,True,True,True,True,False,False,False,False,False,False,False
"Campbell, Eric",493472,2021,34,11,12,3,3,0,0,0,1,1,8.3,8.3,0.273,0.273,0.333,0.606,0,0,0,83.9,40.0,0.0,,25.7,,,,,True,True,True,False,False,False,False,False,False,False,False,False,False
"Rojas, Miguel",500743,2021,32,495,539,131,89,30,3,9,74,37,13.7,6.9,0.265,0.392,0.322,0.714,48,3,13,86.2,32.4,2.8,4.56,26.6,146.0,MIA,NLE,NL,True,True,True,False,False,False,False,False,False,True,True,False,False
"Escobar, Eduardo",500871,2021,32,549,599,139,80,26,5,28,124,48,20.7,8.0,0.253,0.472,0.314,0.786,90,0,1,87.0,38.0,8.9,4.34,27.4,158.0,MIL,NLC,NL,True,True,False,False,False,True,True,False,False,False,False,False,False
"Adrianza, Ehire",501303,2021,31,182,209,45,29,9,2,5,42,21,20.1,10.0,0.247,0.401,0.327,0.728,28,0,0,85.4,36.1,2.8,4.43,26.9,144.0,ATL,NLE,NL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Lagares, Juan",501571,2021,32,309,327,73,45,20,2,6,76,12,23.2,3.7,0.236,0.372,0.266,0.638,38,2,1,90.6,34.9,6.7,4.44,28.2,108.0,LAA,ALW,AL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Almonte, Abraham",501659,2021,32,148,175,32,15,12,0,5,38,26,21.7,14.9,0.216,0.399,0.331,0.73,19,1,1,89.3,32.4,7.2,4.4,27.8,144.0,ATL,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Davis, Khris",501981,2021,33,102,114,21,12,5,1,3,31,10,27.2,8.8,0.206,0.363,0.272,0.635,10,0,0,89.9,30.1,11.0,4.95,25.6,133.0,OAK,ALW,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Gibson, Kyle",502043,2021,33,29,30,4,3,0,0,1,10,0,33.3,0.0,0.138,0.241,0.138,0.379,2,0,0,84.3,10.0,5.0,,24.7,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Pham, Tommy",502054,2021,33,475,561,109,68,24,2,15,128,78,22.8,13.9,0.229,0.383,0.34,0.723,49,6,14,90.8,35.6,10.0,4.54,27.8,135.0,SD,NLW,NL,True,False,False,False,False,True,False,False,False,True,True,False,False
"Martinez, J.D.",502110,2021,33,570,634,163,90,42,3,28,150,55,23.7,8.7,0.286,0.518,0.349,0.867,99,0,0,92.1,41.2,12.5,4.69,26.1,111.0,BOS,ALE,AL,True,True,True,True,False,True,True,False,False,False,False,False,False
"Espino, Paolo",502179,2021,34,30,33,5,5,0,0,0,15,0,45.5,0.0,0.167,0.167,0.167,0.334,0,0,0,86.9,33.3,5.6,,23.1,120.0,WSH,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Reddick, Josh",502210,2021,34,151,158,39,26,11,0,2,31,6,19.6,3.8,0.258,0.371,0.285,0.656,21,0,0,85.1,40.5,2.5,4.54,26.3,109.0,ARI,NLW,NL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Freeman, Mike",502273,2021,33,59,65,11,11,0,0,0,20,5,30.8,7.7,0.186,0.186,0.262,0.448,3,1,1,80.1,30.8,0.0,,27.7,113.0,CIN,NLC,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dyson, Jarrod",502481,2021,36,135,149,28,19,7,2,0,33,10,22.1,6.7,0.207,0.289,0.26,0.549,10,5,10,83.5,30.2,0.9,4.26,27.8,141.0,TOR,ALE,AL,False,False,False,False,False,False,False,False,False,True,True,False,False
"Anderson, Chase",502624,2021,33,11,14,0,0,0,0,0,6,0,42.9,0.0,0.0,0.0,0.0,0.0,0,0,0,87.8,25.0,0.0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Goldschmidt, Paul",502671,2021,33,603,679,177,108,36,2,31,136,67,20.0,9.9,0.294,0.514,0.365,0.879,99,0,12,92.6,36.9,13.6,4.59,26.2,138.0,STL,NLC,NL,True,True,True,True,False,True,True,True,False,True,True,False,False
"Gonzalez, Marwin",503556,2021,32,276,307,55,36,14,0,5,78,20,25.4,6.5,0.199,0.304,0.275,0.579,28,2,3,87.9,31.5,4.5,4.5,26.8,117.0,HOU,ALW,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Darvish, Yu",506433,2021,34,53,55,5,3,2,0,0,25,0,45.5,0.0,0.094,0.132,0.111,0.243,1,0,0,85.0,24.1,0.0,,22.2,135.0,SD,NLW,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Leon, Sandy",506702,2021,32,202,220,37,28,5,0,4,65,12,29.5,5.5,0.183,0.267,0.237,0.504,14,0,0,87.3,31.4,2.1,4.88,23.7,146.0,MIA,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Sanchez, Adrian",506703,2021,30,35,38,9,7,2,0,0,4,3,10.5,7.9,0.257,0.314,0.316,0.63,1,0,0,81.0,29.0,0.0,4.68,25.8,120.0,WSH,NLE,NL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Altuve, Jose",514888,2021,31,601,678,167,103,32,1,31,91,66,13.4,9.7,0.278,0.489,0.35,0.839,83,3,5,87.7,32.1,6.4,4.22,28.0,117.0,HOU,ALW,AL,True,True,True,False,False,True,True,True,False,True,False,False,False
"Hernandez, Cesar",514917,2021,31,570,637,132,88,21,2,21,135,59,21.2,9.3,0.232,0.386,0.308,0.694,62,1,1,87.4,32.6,6.8,4.24,28.7,145.0,CWS,ALC,AL,True,False,False,False,False,True,True,False,False,False,False,False,False
"Segura, Jean",516416,2021,31,514,567,149,105,27,3,14,78,39,13.8,6.9,0.29,0.436,0.348,0.784,58,3,9,87.2,31.1,5.9,4.34,27.3,143.0,PHI,NLE,NL,True,True,True,True,False,True,False,False,False,True,False,False,False
"Castro, Starlin",516770,2021,31,315,346,89,66,20,0,3,62,26,17.9,7.5,0.283,0.375,0.333,0.708,38,1,0,88.4,33.9,5.4,4.61,26.1,120.0,WSH,NLE,NL,True,True,True,True,False,False,False,False,False,False,False,False,False
"Marte, Starling",516782,2021,32,467,526,145,103,27,3,12,99,43,18.8,8.2,0.31,0.458,0.383,0.841,55,5,47,87.6,32.6,8.4,4.22,28.4,133.0,OAK,ALW,AL,True,True,True,True,True,True,False,False,False,True,True,True,True
"Bumgarner, Madison",518516,2021,31,39,52,4,3,1,0,0,29,9,55.8,17.3,0.103,0.128,0.28,0.408,3,0,0,87.2,46.2,7.7,,22.1,109.0,ARI,NLW,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Culberson, Charlie",518586,2021,32,247,271,60,38,15,2,5,64,17,23.6,6.3,0.243,0.381,0.296,0.677,22,1,7,85.4,35.6,3.2,4.28,28.1,140.0,TEX,ALW,AL,True,True,False,False,False,False,False,False,False,True,False,False,False
"d'Arnaud, Travis",518595,2021,32,209,229,46,25,14,0,7,53,17,23.1,7.4,0.22,0.388,0.284,0.672,26,0,0,89.9,33.8,7.6,4.71,26.3,144.0,ATL,NLE,NL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Donaldson, Josh",518626,2021,35,457,543,113,61,26,0,26,114,74,21.0,13.6,0.247,0.475,0.352,0.827,72,0,0,94.1,30.2,17.4,4.83,24.5,142.0,MIN,ALC,AL,True,True,False,False,False,True,True,False,False,False,False,False,False
"Freeman, Freddie",518692,2021,31,600,695,180,122,25,2,31,107,85,15.4,12.2,0.3,0.503,0.393,0.896,83,3,8,91.4,37.2,11.5,4.43,27.0,144.0,ATL,NLE,NL,True,True,True,True,True,True,True,True,False,True,False,False,False
"Grandal, Yasmani",518735,2021,32,279,375,67,35,9,0,23,82,87,21.9,23.2,0.24,0.52,0.42,0.94,62,0,0,93.1,32.5,13.3,5.08,23.5,145.0,CWS,ALC,AL,True,True,False,False,False,True,True,False,False,False,False,False,False
"Heyward, Jason",518792,2021,31,323,353,69,44,15,2,8,68,27,19.3,7.6,0.214,0.347,0.28,0.627,30,1,5,88.2,27.5,4.7,4.47,26.8,112.0,CHC,NLC,NL,False,False,False,False,False,False,False,False,False,True,False,False,False
"Kelly, Merrill",518876,2021,32,47,58,3,2,1,0,0,27,4,46.6,6.9,0.064,0.085,0.137,0.222,1,0,0,76.4,11.1,0.0,,23.6,109.0,ARI,NLW,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Kozma, Pete",518902,2021,33,11,12,1,1,0,0,0,4,1,33.3,8.3,0.091,0.091,0.167,0.258,0,0,0,84.0,14.3,0.0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"LeMahieu, DJ",518934,2021,32,597,679,160,125,24,1,10,94,73,13.8,10.8,0.268,0.362,0.349,0.711,57,2,4,90.6,33.3,3.7,4.64,26.5,147.0,NYY,ALE,AL,True,True,True,False,False,True,False,False,False,False,False,False,False
"Lucroy, Jonathan",518960,2021,35,19,23,6,5,1,0,0,4,3,17.4,13.0,0.316,0.368,0.409,0.777,3,0,0,91.9,37.5,0.0,,25.1,,,,,True,True,True,True,True,False,False,False,False,False,False,False,False
"Moore, Matt",519043,2021,32,19,20,0,0,0,0,0,13,0,65.0,0.0,0.0,0.0,0.0,0.0,0,0,0,80.0,14.3,0.0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Moreland, Mitch",519048,2021,35,229,252,52,30,11,1,10,58,18,23.0,7.1,0.227,0.415,0.286,0.701,30,0,0,91.0,31.6,9.2,4.69,24.4,133.0,OAK,ALW,AL,True,False,False,False,False,True,False,False,False,False,False,False,False
"Moustakas, Mike",519058,2021,32,183,206,38,20,12,0,6,46,18,22.3,8.7,0.208,0.372,0.282,0.654,22,0,0,87.0,29.3,5.7,,25.2,113.0,CIN,NLC,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Rizzo, Anthony",519203,2021,31,496,576,123,75,23,3,22,87,52,15.1,9.0,0.248,0.44,0.344,0.784,61,2,6,90.1,31.4,7.7,4.66,25.2,147.0,NYY,ALE,AL,True,True,False,False,False,True,True,False,False,True,False,False,False
"Romine, Austin",519222,2021,32,60,62,13,10,2,0,1,22,2,35.5,3.2,0.217,0.3,0.242,0.542,5,0,0,87.3,23.7,5.3,4.77,24.8,112.0,CHC,NLC,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Sogard, Eric",519299,2021,35,169,180,42,34,6,1,1,30,9,16.7,5.0,0.249,0.314,0.283,0.597,12,1,3,84.0,27.7,0.7,4.48,25.6,112.0,CHC,NLC,NL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Souza Jr., Steven",519306,2021,32,33,36,5,2,1,1,1,14,2,38.9,5.6,0.152,0.333,0.222,0.555,3,0,0,87.3,36.8,5.3,,27.2,119.0,LAD,NLW,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Stanton, Giancarlo",519317,2021,31,510,579,139,85,19,0,35,157,63,27.1,10.9,0.273,0.516,0.354,0.87,97,0,0,95.1,32.6,15.7,4.96,24.7,147.0,NYY,ALE,AL,True,True,True,False,False,True,True,True,False,False,False,False,False
"Vogt, Stephen",519390,2021,36,210,238,41,27,6,1,7,56,26,23.5,10.9,0.195,0.333,0.283,0.616,25,0,0,88.5,32.1,5.1,4.5,26.2,144.0,ATL,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Galvis, Freddy",520471,2021,31,356,394,86,56,15,1,14,77,27,19.5,6.9,0.242,0.407,0.302,0.709,40,0,1,86.8,34.9,4.9,4.54,25.8,143.0,PHI,NLE,NL,True,True,False,False,False,True,False,False,False,False,False,False,False
"Perez, Salvador",521692,2021,31,620,665,169,97,24,0,48,170,28,25.6,4.2,0.273,0.544,0.316,0.86,121,0,1,93.0,34.1,16.3,4.73,26.1,118.0,KC,ALC,AL,True,True,True,False,False,True,True,True,True,False,False,False,False
"Flores, Wilmer",527038,2021,29,389,436,102,67,16,1,18,56,41,12.8,9.4,0.262,0.447,0.335,0.782,53,0,1,88.6,32.7,6.0,4.78,24.6,137.0,SF,NLW,NL,True,True,True,False,False,True,False,False,False,False,False,False,False
"LaMarre, Ryan",534606,2021,32,21,24,4,2,0,0,2,6,2,25.0,8.3,0.19,0.476,0.292,0.768,4,0,1,83.7,20.0,6.7,,28.8,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Tovar, Wilfredo",541600,2021,29,11,12,2,2,0,0,0,4,1,33.3,8.3,0.182,0.182,0.25,0.432,1,0,0,69.7,28.6,0.0,,27.5,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Garcia, Avisail",541645,2021,30,461,515,121,74,18,0,29,121,38,23.5,7.4,0.262,0.49,0.33,0.82,86,4,8,90.4,35.9,12.2,4.47,28.6,158.0,MIL,NLC,NL,True,True,True,False,False,True,True,False,False,True,False,False,False
"Perez, Hernan",541650,2021,30,19,21,1,1,0,0,0,10,2,47.6,9.5,0.053,0.053,0.143,0.196,0,0,0,86.3,22.2,0.0,,26.2,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Inciarte, Ender",542255,2021,30,79,89,17,13,2,0,2,22,7,24.7,7.9,0.215,0.316,0.276,0.592,10,0,1,84.2,31.7,3.3,4.23,26.8,144.0,ATL,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Ozuna, Marcell",542303,2021,30,188,208,40,27,6,0,7,46,19,22.1,9.1,0.213,0.356,0.288,0.644,26,0,0,89.7,35.2,9.9,4.55,26.5,144.0,ATL,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Villar, Jonathan",542340,2021,30,454,505,113,75,18,2,18,132,46,26.1,9.1,0.249,0.416,0.322,0.738,42,7,14,88.0,29.9,7.4,4.39,27.3,121.0,NYM,NLE,NL,True,True,False,False,False,True,False,False,False,True,True,False,False
"Ortega, Rafael",542364,2021,30,296,330,86,59,14,2,11,70,30,21.2,9.1,0.291,0.463,0.36,0.823,33,6,12,88.3,36.8,5.7,4.43,27.5,112.0,CHC,NLC,NL,True,True,True,True,False,True,False,False,False,True,True,False,False
"Santana, Danny",542454,2021,30,116,127,21,13,2,1,5,30,10,23.6,7.9,0.181,0.345,0.252,0.597,14,2,4,87.6,26.7,7.0,4.31,28.0,111.0,BOS,ALE,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Aguilar, Jesus",542583,2021,31,449,510,117,72,23,0,22,93,46,18.2,9.0,0.261,0.459,0.329,0.788,93,0,0,89.6,34.7,8.5,4.83,24.3,146.0,MIA,NLE,NL,True,True,True,False,False,True,True,False,False,False,False,False,False
