"name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","b_rbi","r_run","xba","xslg","xobp","avg_swing_speed","squared_up_contact","squared_up_swing","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","n_outs_above_average","n_bolts","sprint_speed"
"Devers, Rafael","646240","2021","24","591","664","165","89","37","1","38","143","62",".279",".538",".352","0.890","113","101",".291",".567",".366",,,,"92.9","13.1",35.2,"68",15,,,"27.1"
"Naylor, Josh","647304","2021","24","233","250","59","39","13","0","7","45","14",".253",".399",".301","0.700","21","28",".254",".417",".302",,,,"89.8","9",31.4,"14",7.4,"-1",,"26.4"
"Toro, Abraham","647351","2021","24","335","375","80","57","12","0","11","54","31",".239",".373",".315","0.688","46","45",".247",".416",".323",,,,"86.8","13.7",29.7,"21",7.4,,,"28.1"
"Díaz, Aledmys","649557","2021","30","294","319","76","49","19","0","8","62","16",".259",".405",".317","0.722","45","28",".267",".411",".324",,,,"88.7","13.6",34.1,"15",6.5,"0",,"27.1"
"Urías, Luis","649966","2021","24","490","570","122","73","25","1","23","116","63",".249",".445",".345","0.790","75","77",".241",".427",".338",,,,"87.9","14.2",34.9,"35",9.3,,,"26.5"
"Díaz, Lewin","650331","2021","24","122","128","25","12","4","1","8","33","6",".205",".451",".242","0.693","13","16",".221",".442",".258",,,,"88.3","20.7",34.8,"9",10.1,,,"25.4"
"Arraez, Luis","650333","2021","24","428","479","126","101","17","6","2","48","43",".294",".376",".357","0.733","42","58",".295",".411",".359",,,,"88.4","9.9",41.5,"9",2.3,"-2",,"26.8"
"Jiménez, Eloy","650391","2021","24","213","231","53","33","10","0","10","57","16",".249",".437",".303","0.740","37","23",".248",".445",".305",,,,"90.5","8.4",29.9,"17",10.8,"0",,"27.5"
"Torres, Gleyber","650402","2021","24","459","516","119","88","22","0","9","104","50",".259",".366",".331","0.697","51","50",".265",".423",".336",,,,"87.1","14.2",37.1,"28",7.8,,,"27.0"
"Castro, Willi","650489","2021","24","413","450","91","61","15","6","9","109","23",".220",".351",".273","0.624","38","56",".239",".358",".291",,,,"85.6","11.4",35.2,"16",5.2,"-1",,"28.7"
"Díaz, Yandy","650490","2021","29","465","541","119","85","20","1","13","85","69",".256",".387",".353","0.740","64","62",".254",".399",".353",,,,"89.9","6.6",28.9,"27",7,,,"26.6"
"De La Cruz, Bryan","650559","2021","24","199","219","59","45","7","2","5","53","18",".296",".427",".356","0.783","19","17",".254",".366",".318",,,,"88.4","11.1",35.4,"8",5.4,"0",,"28.1"
"Rengifo, Luis","650859","2021","24","174","190","35","28","1","0","6","38","9",".201",".310",".246","0.556","18","22",".237",".396",".280",,,,"85.8","11.7",29.8,"9",6.4,"-1",,"28.1"
"Pozo, Yohel","650968","2021","24","74","77","21","16","4","0","1","10","3",".284",".378",".312","0.690","9","8",".274",".386",".302",,,,"87.7","14.6",35.9,"2",3.1,,,"25.1"
"Adams, Riley","656180","2021","25","99","120","22","11","8","1","2","40","15",".222",".384",".358","0.742","10","13",".195",".363",".336",,,,"88.4","11.7",44.1,"8",13.6,,,"26.3"
"Allen, Greg","656185","2021","28","37","48","10","5","4","1","0","13","5",".270",".432",".417","0.849","2","9",".213",".301",".373",,,,"86.3","23.4",48,"2",8,"1","1","28.1"
"Bradley, Bobby","656252","2021","25","245","279","51","25","10","0","16","99","25",".208",".445",".294","0.739","41","36",".224",".467",".309",,,,"89","12",37.6,"25",16.8,,,"27.0"
"Chapman, Matt","656305","2021","28","529","622","111","66","15","3","27","202","80",".210",".403",".314","0.717","72","75",".209",".423",".315",,,,"89.7","18.6",32.1,"46",13.7,,"1","28.1"
"Chavis, Michael","656308","2021","25","121","124","30","19","7","1","3","42","1",".248",".397",".258","0.655","11","16",".234",".351",".245",,,,"89.7","8.1",37.5,"4",5,,,"28.7"
"Deichmann, Greg","656364","2021","26","30","31","4","4","0","0","0","14","1",".133",".133",".161","0.294","1","0",".155",".203",".182",,,,"82.4","28.5",37.5,"0",0,,,
"Díaz, Isan","656371","2021","25","238","278","46","33","9","0","4","73","34",".193",".282",".293","0.575","17","25",".203",".308",".305",,,,"88.7","9.6",27.6,"7",4.1,,,"25.9"
"Ellis, Drew","656403","2021","25","69","83","9","6","2","0","1","27","10",".130",".203",".277","0.480","5","10",".134",".191",".280",,,,"81.8","23.1",26.2,"1",2.4,,"1","27.0"
"Fairchild, Stuart","656413","2021","25","15","17","2","1","1","0","0","3","1",".133",".200",".235","0.435","2","3",".226",".276",".317",,,,"81.3","12.9",33.3,"0",0,,,"28.9"
"Flaherty, Jack","656427","2021","25","17","26","2","1","0","0","1","7","5",".118",".294",".304","0.598","3","2",".197",".401",".390",,,,"86.4","8.8",50,"1",7.1,,,
"Gilbert, Tyler","656457","2021","27","9","11","0","0","0","0","0","6","0",".000",".000",".000","0.000","0","0",".079",".085",".079",,,,"64.9","-54.6",0,"0",0,,,
"Gittens, Chris","656467","2021","27","36","44","4","3","0","0","1","13","7",".111",".194",".250","0.444","5","1",".205",".339",".328",,,,"86.3","-5.4",16.7,"2",8.3,,,"25.3"
"Harrison, Monte","656509","2021","25","10","11","2","1","1","0","0","3","0",".200",".300",".200","0.500","0","0",".207",".278",".207",,,,"84.5","0.7",25,"0",0,,,"27.8"
"Haseley, Adam","656514","2021","25","21","21","4","3","1","0","0","4","0",".190",".238",".190","0.428","0","2",".192",".256",".192",,,,"84.4","8",35.3,"0",0,,,"26.9"
"Hill, Derek","656537","2021","25","139","150","36","27","3","3","3","42","10",".259",".388",".313","0.701","14","19",".245",".350",".301",,,,"86.9","9.2",40.2,"5",5.2,"1","36","30.4"
"Hilliard, Sam","656541","2021","27","214","238","46","23","7","2","14","87","23",".215",".463",".294","0.757","34","32",".213",".436",".293",,,,"89.8","12",32.3,"19",15,"0","8","28.9"
"Hoffman, Jeff","656546","2021","28","15","16","2","2","0","0","0","3","0",".133",".133",".133","0.266","1","1",".228",".291",".228",,,,"79","6.1",30.8,"0",0,,,"24.2"
"Holloway, Jordan","656548","2021","25","10","10","1","1","0","0","0","6","0",".100",".100",".100","0.200","0","0",".118",".132",".118",,,,"95.1","15.7",25,"0",0,,,
"Hoskins, Rhys","656555","2021","28","389","443","96","40","29","0","27","108","47",".247",".530",".334","0.864","71","64",".249",".564",".336",,,,"91.2","21.7",36.7,"48",17,,,"26.4"
"Jackson, Alex","656577","2021","25","131","151","18","11","4","0","3","73","13",".137",".237",".252","0.489","12","13",".131",".230",".246",,,,"89.6","20.7",32.8,"4",6.9,,,"26.9"
"Joe, Connor","656582","2021","28","179","211","51","34","9","0","8","41","26",".285",".469",".379","0.848","35","23",".283",".463",".381",,,,"88.2","14.6",39.7,"14",9.9,"-1",,"26.9"
"Keller, Mitch","656605","2021","25","28","32","3","3","0","0","0","14","2",".107",".107",".167","0.274","0","2",".152",".172",".209",,,,"86.8","-34.1",25,"0",0,,,"25.1"
"Luplow, Jordan","656669","2021","27","163","193","33","14","8","0","11","57","28",".202",".454",".326","0.780","28","23",".188",".397",".314",,,,"86.8","23.1",28.3,"11",10.4,"-2",,"27.5"
"McKinstry, Zach","656716","2021","26","158","172","34","18","9","0","7","50","10",".215",".405",".263","0.668","29","19",".212",".372",".262",,,,"88.4","13.7",36,"9",8.1,"-2",,"28.0"
"Megill, Tylor","656731","2021","25","28","31","6","3","3","0","0","17","1",".214",".321",".241","0.562","0","1",".108",".145",".139",,,,"90.8","-8.3",23.1,"0",0,,,"22.0"
"Mullins II, Cedric","656775","2021","26","602","675","175","103","37","5","30","125","59",".291",".518",".360","0.878","59","91",".272",".447",".344",,,,"89.4","14.8",35.7,"39",8.1,"11","19","28.5"
"O'Hearn, Ryan","656811","2021","27","236","254","53","38","5","1","9","71","13",".225",".369",".268","0.637","29","23",".239",".400",".284",,,,"90.8","14.3",33.3,"14",8.3,"1",,"27.8"
"Padlo, Kevin","656821","2021","24","13","15","1","0","1","0","0","9","2",".077",".154",".200","0.354","0","1",".082",".135",".204",,,,"89.7","27.5",50,"0",0,,,
"Peters, DJ","656847","2021","25","223","240","44","21","9","1","13","82","12",".197",".422",".242","0.664","38","29",".199",".376",".252",,,,"87.5","16.4",30.6,"16",11.1,"3","3","28.9"
"Peterson, David","656849","2021","25","16","20","1","0","1","0","0","10","0",".063",".125",".118","0.243","0","2",".071",".100",".126",,,,"80.5","-25.4",11.1,"0",0,,,"27.1"
"Rivera, Emmanuel","656896","2021","25","90","98","23","18","4","0","1","21","8",".256",".333",".316","0.649","5","13",".280",".377",".338",,,,"91.1","7.2",36.2,"1",1.4,,,"27.4"
"Schwarber, Kyle","656941","2021","28","399","471","106","55","19","0","32","127","64",".266",".554",".374","0.928","71","76",".265",".565",".375",,,,"92.3","15.4",36.9,"48",17.5,"-6",,"26.8"
"Smith, Pavin","656976","2021","25","498","545","133","91","27","4","11","106","42",".267",".404",".328","0.732","49","68",".258",".402",".321",,,,"87.2","9",33.6,"20",5.1,"-3",,"26.5"
"Steele, Justin","657006","2021","25","13","13","2","2","0","0","0","4","0",".154",".154",".154","0.308","0","3",".217",".238",".217",,,,"93.3","-9.4",11.1,"0",0,,,
"Stokes Jr., Troy","657011","2021","25","18","20","2","1","1","0","0","5","1",".111",".167",".200","0.367","2","2",".171",".240",".254",,,,"84","15.6",30.8,"0",0,,,"27.1"
"Thomas, Lane","657041","2021","25","226","264","53","29","15","2","7","63","37",".235",".412",".341","0.753","28","35",".234",".382",".342",,,,"91","12.3",31.7,"12",7.3,"-3","11","29.0"
"Toussaint, Touki","657053","2021","25","15","18","0","0","0","0","0","9","2",".000",".000",".118","0.118","0","1",".047",".056",".159",,,,"83.5","-8.6",28.6,"0",0,,,
"Tucker, Cole","657061","2021","24","117","131","26","18","4","2","2","33","13",".222",".342",".298","0.640","12","15",".222",".306",".299",,,,"86.7","8.5",27.1,"2",2.4,,,"27.6"
"Verdugo, Alex","657077","2021","25","544","604","157","110","32","2","13","96","51",".289",".426",".351","0.777","63","88",".285",".446",".348",,,,"90","7.7",34.9,"33",7.3,"-5",,"27.0"
"White, Evan","657108","2021","25","97","104","14","9","3","0","2","31","6",".144",".237",".202","0.439","9","8",".191",".293",".245",,,,"85.2","19.6",30.3,"3",4.5,,,"27.9"
"Wong, Connor","657136","2021","25","13","14","4","2","1","1","0","7","1",".308",".538",".357","0.895","1","3",".248",".455",".302",,,,"89.1","7.6",83.3,"1",16.7,,,
"Alvarez, Eddy","657193","2021","31","64","74","12","6","4","1","1","18","4",".188",".328",".297","0.625","6","8",".239",".405",".342",,,,"89.7","13.4",41.3,"3",6.5,,,"27.9"
"Webb, Logan","657277","2021","24","46","53","6","2","2","1","1","21","2",".130",".283",".167","0.450","7","7",".124",".267",".161",,,,"88.3","14.1",23.3,"4",13.3,,,"23.8"
"O'Grady, Brian","657434","2021","29","51","61","8","3","3","0","2","17","8",".157",".333",".267","0.600","9","8",".197",".344",".305",,,,"89.6","21.5",22.2,"2",5.6,"0",,"27.6"
"DeJong, Paul","657557","2021","27","356","402","70","40","10","1","19","103","35",".197",".390",".284","0.674","45","44",".211",".416",".298",,,,"86.3","16.4",33.3,"27",10.6,,,"27.5"
"Laureano, Ramón","657656","2021","26","341","378","84","47","21","2","14","98","27",".246",".443",".317","0.760","39","43",".245",".459",".317",,,,"87.9","11.9",37.7,"26",10.7,"-1",,"27.6"
"Sheets, Gavin","657757","2021","25","160","179","40","21","8","0","11","40","16",".250",".506",".324","0.830","34","23",".246",".449",".324",,,,"90.4","11.7",30.6,"12",9.9,"-2",,"26.7"
"Fuentes, Joshua","658069","2021","28","271","284","61","42","11","1","7","65","12",".225",".351",".257","0.608","33","30",".204",".281",".238",,,,"85.2","18.3",28,"5",2.4,,,"27.6"
"Olivares, Edward","658668","2021","25","101","111","24","17","2","0","5","19","5",".238",".406",".291","0.697","12","14",".236",".389",".290",,,,"87.3","7.9",25,"5",6,"-3","4","29.2"
"Moncada, Yoán","660162","2021","26","520","616","137","89","33","1","14","157","84",".263",".412",".375","0.787","61","74",".261",".426",".374",,,,"90.1","11.3",40,"30",8.2,,"9","27.8"
"Ohtani, Shohei","660271","2021","26","537","639","138","58","26","8","46","189","96",".257",".592",".372","0.964","100","103",".266",".612",".382",,,,"93.6","16.6",35.4,"78",22.3,,"7","28.8"
"Tsutsugo, Yoshi","660294","2021","29","230","262","50","29","12","1","8","72","29",".217",".383",".307","0.690","32","27",".193",".344",".286",,,,"89.6","17.1",28.7,"11",6.9,"-5",,"26.2"
"Araúz, Jonathan","660620","2021","22","65","75","12","6","3","0","3","15","8",".185",".369",".274","0.643","8","9",".197",".310",".285",,,,"85.9","17.3",23.1,"2",3.8,,,"27.0"
"Ynoa, Huascar","660623","2021","23","32","32","7","4","1","0","2","15","0",".219",".438",".219","0.657","6","3",".181",".354",".181",,,,"87.4","4.7",23.5,"2",11.8,,,"24.4"
"Hernández, Yonny","660634","2021","23","143","166","31","26","5","0","0","32","17",".217",".252",".315","0.567","6","15",".251",".296",".345",,,,"83.1","4.1",39.8,"1",0.9,,,"26.9"
"Bruján, Vidal","660644","2021","23","26","26","2","2","0","0","0","8","0",".077",".077",".077","0.154","2","3",".181",".215",".181",,,,"80.5","4.8",22.2,"0",0,,,"28.8"
"Acuña Jr., Ronald","660670","2021","23","297","360","84","40","19","1","24","85","49",".283",".596",".394","0.990","52","72",".295",".603",".409",,,,"93.8","18.2",39.6,"44",20.3,"1","21","29.4"
"Ruiz, Keibert","660688","2021","22","88","96","24","18","3","0","3","9","6",".273",".409",".333","0.742","15","10",".258",".376",".320",,,,"86","18.6",30.4,"2",2.5,,,"25.6"
"Tejeda, Anderson","660731","2021","23","16","17","1","1","0","0","0","10","1",".063",".063",".118","0.181","0","1",".083",".097",".137",,,,"87.8","5.5",16.7,"0",0,,,
"Sánchez, Jesús","660821","2021","23","227","251","57","33","8","2","14","78","20",".251",".489",".319","0.808","36","27",".240",".475",".310",,,,"90.2","8.7",38,"19",12.7,"2",,"27.9"
"Park, Hoy","660829","2021","25","128","150","25","15","5","2","3","38","18",".195",".336",".297","0.633","14","16",".216",".340",".315",,,,"85.9","15.8",29.3,"6",6.5,,,"28.1"
"Gutierrez, Vladimir","661269","2021","25","33","42","3","3","0","0","0","14","2",".091",".091",".143","0.234","1","3",".109",".119",".160",,,,"79.5","-0.1",7.7,"0",0,,,"24.3"
"Contreras, William","661388","2021","23","163","185","35","22","4","1","8","54","19",".215",".399",".303","0.702","23","19",".231",".419",".318",,,,"92.5","8.2",28.2,"12",10.9,,,"26.9"
"Varsho, Daulton","662139","2021","24","284","315","70","40","17","2","11","67","30",".246",".437",".318","0.755","38","41",".248",".430",".320",,,,"87.7","18",31.7,"16",7.3,"4","2","28.4"
"Jones, Jahmai","663330","2021","23","67","72","10","7","3","0","0","26","4",".149",".194",".208","0.402","3","5",".145",".225",".205",,,,"87.4","19.5",29.3,"1",2.4,,,"28.2"
"Nootbaar, Lars","663457","2021","23","109","124","26","17","3","1","5","28","13",".239",".422",".317","0.739","15","15",".213",".349",".297",,,,"89.1","12.1",24.1,"4",4.8,"2",,"28.4"
"Nevin, Tyler","663527","2021","24","14","18","4","1","2","0","1","5","4",".286",".643",".444","1.087","3","3",".149",".424",".338",,,,"93.5","33.8",22.2,"1",11.1,,,"24.8"
"Hoerner, Nico","663538","2021","24","149","170","45","35","10","0","0","25","17",".302",".369",".382","0.751","16","13",".279",".358",".363",,,,"87","7.7",31.2,"2",1.6,,"3","28.8"
"Riley, Austin","663586","2021","24","590","662","179","112","33","1","33","168","52",".303",".531",".367","0.898","107","91",".281",".511",".348",,,,"90.1","14.2",36.5,"57",13.3,,,"27.8"
"Madrigal, Nick","663611","2021","24","200","215","61","45","10","4","2","17","11",".305",".425",".349","0.774","21","30",".263",".328",".313",,,,"85.5","1.7",27.7,"2",1.1,,,"28.0"
"Larnach, Trevor","663616","2021","24","260","301","58","39","12","0","7","104","31",".223",".350",".322","0.672","28","29",".212",".376",".313",,,,"90","13.1",34.8,"15",9.5,"2",,"26.5"
"Mountcastle, Ryan","663624","2021","24","534","586","136","79","23","1","33","161","41",".255",".487",".309","0.796","89","77",".245",".457",".303",,,,"89.1","16.3",38.9,"45",11.8,"-6",,"28.0"
"McKenna, Ryan","663630","2021","24","169","197","31","22","6","1","2","74","24",".183",".266",".292","0.558","14","20",".200",".307",".307",,,,"86.5","11.6",40.2,"7",7.2,"4","2","29.1"
"Hayes, Ke'Bryan","663647","2021","24","362","396","93","65","20","2","6","87","31",".257",".373",".316","0.689","38","49",".242",".362",".303",,,,"90.2","2.6",27.4,"14",5.1,,"1","27.8"
"Tucker, Kyle","663656","2021","24","506","567","149","79","37","3","30","90","53",".294",".557",".359","0.916","92","83",".303",".576",".369",,,,"91.4","17.6",42,"49",11.6,"4",,"27.4"
"Cameron, Daz","663662","2021","24","103","115","20","11","5","0","4","38","10",".194",".359",".278","0.637","13","16",".202",".355",".285",,,,"88.7","11.9",36.9,"5",7.7,"-2",,"28.2"
"India, Jonathan","663697","2021","24","532","631","143","86","34","2","21","141","71",".269",".459",".376","0.835","69","98",".254",".436",".364",,,,"87.6","13.1",33.6,"38",9.6,,"1","28.5"
"Raleigh, Cal","663728","2021","24","139","148","25","11","12","0","2","52","7",".180",".309",".223","0.532","13","6",".179",".292",".224",,,,"88","17.1",37.5,"6",6.8,,,"27.0"
"Neidert, Nick","663734","2021","24","11","12","0","0","0","0","0","5","1",".000",".000",".083","0.083","0","0",".077",".085",".154",,,,"86.7","-17.3",16.7,"0",0,,,
"Fortes, Nick","663743","2021","24","31","34","9","5","0","0","4","8","3",".290",".677",".353","1.030","7","6",".260",".555",".326",,,,"91.3","24",43.5,"5",21.7,,,"26.2"
"Grisham, Trent","663757","2021","24","462","527","112","66","28","3","15","119","54",".242",".413",".327","0.740","62","61",".241",".368",".328",,,,"88.8","12.3",31,"18",5.2,"5","9","28.8"
"Woodford, Jake","663765","2021","24","18","20","2","2","0","0","0","9","0",".111",".111",".111","0.222","0","0",".175",".198",".175",,,,"87.9","-17.8",18.2,"0",0,,,
"Terry, Curtis","663799","2021","24","45","48","4","2","2","0","0","15","2",".089",".133",".146","0.279","1","3",".148",".226",".201",,,,"82.5","27.1",30,"2",6.7,,,"25.5"
"Vierling, Matt","663837","2021","24","71","77","23","17","3","1","2","20","4",".324",".479",".364","0.843","6","11",".292",".411",".334",,,,"91.5","6.3",30.8,"2",3.8,,"9","29.1"
"Rivas III, Alfonso","663845","2021","24","44","49","14","12","1","0","1","16","4",".318",".409",".388","0.797","3","7",".229",".336",".308",,,,"88.4","10.2",35.7,"1",3.6,,,"26.6"
"Gonzalez, Romy","663853","2021","24","32","33","8","5","3","0","0","11","1",".250",".344",".273","0.617","2","4",".217",".370",".242",,,,"87.1","-1.1",28.6,"2",9.5,,"1","28.0"
"Stephenson, Tyler","663886","2021","24","350","402","100","69","21","0","10","75","41",".286",".431",".366","0.797","45","56",".257",".391",".343",,,,"88.4","7.4",36.1,"15",5.4,,,"26.8"
"Williams, Luke","663897","2021","24","98","108","24","19","4","0","1","23","10",".245",".316",".315","0.631","6","8",".226",".280",".298",,,,"84.7","3.2",24,"0",0,"2","3","28.9"
