"name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","b_rbi","r_total_caught_stealing","r_total_stolen_base","exit_velocity_avg","sweet_spot_percent","barrel_batted_rate","hp_to_1b","sprint_speed",""
"Steele, Justin","657006","2021","25","13","13","2","2","0","0","0","4","0",30.8,0,".154",".154",".154","0.308","0","0","0","93.3",11.1,0,,,
"Stokes Jr., Troy","657011","2021","25","18","20","2","1","1","0","0","5","1",25,5,".111",".167",".200","0.367","2","0","1","84",30.8,0,,"27.1",
"Thomas, Lane","657041","2021","25","226","264","53","29","15","2","7","63","37",23.9,14,".235",".412",".341","0.753","28","3","6","91",31.7,7.3,"4.36","29.0",
"Toussaint, Touki","657053","2021","25","15","18","0","0","0","0","0","9","2",50,11.1,".000",".000",".118","0.118","0","0","0","83.5",28.6,0,,,
"Tucker, Cole","657061","2021","24","117","131","26","18","4","2","2","33","13",25.2,9.9,".222",".342",".298","0.640","12","2","2","86.7",27.1,2.4,"4.33","27.5",
"Verdugo, Alex","657077","2021","25","544","604","157","110","32","2","13","96","51",15.9,8.4,".289",".426",".351","0.777","63","2","6","90",34.7,7.1,"4.33","27.0",
"White, Evan","657108","2021","25","97","104","14","9","3","0","2","31","6",29.8,5.8,".144",".237",".202","0.439","9","0","0","85.2",30.3,4.5,"4.42","28.0",
"Wong, Connor","657136","2021","25","13","14","4","2","1","1","0","7","1",50,7.1,".308",".538",".357","0.895","1","0","0","89.1",83.3,16.7,,,
"Alvarez, Eddy","657193","2021","31","64","74","12","6","4","1","1","18","4",24.3,5.4,".188",".328",".297","0.625","6","0","1","89.7",41.3,6.5,,"28.0",
"Webb, Logan","657277","2021","24","46","53","6","2","2","1","1","21","2",39.6,3.8,".130",".283",".167","0.450","7","0","0","88.3",23.3,13.3,,"23.7",
"O'Grady, Brian","657434","2021","29","51","61","8","3","3","0","2","17","8",27.9,13.1,".157",".333",".267","0.600","9","0","0","89.6",22.2,5.6,,"27.9",
"DeJong, Paul","657557","2021","27","356","402","70","40","10","1","19","103","35",25.6,8.7,".197",".390",".284","0.674","45","1","4","86.3",33.3,10.6,"4.5","27.5",
"Laureano, Ramon","657656","2021","26","341","378","84","47","21","2","14","98","27",25.9,7.1,".246",".443",".317","0.760","39","5","12","87.9",37.7,10.7,"4.38","27.6",
"Sheets, Gavin","657757","2021","25","160","179","40","21","8","0","11","40","16",22.3,8.9,".250",".506",".324","0.830","34","0","0","90.4",30.6,9.9,"4.49","26.6",
"Fuentes, Joshua","658069","2021","28","271","284","61","42","11","1","7","65","12",22.9,4.2,".225",".351",".257","0.608","33","0","0","85.2",28,2.4,"4.44","27.6",
"Olivares, Edward","658668","2021","25","101","111","24","17","2","0","5","19","5",17.1,4.5,".238",".406",".291","0.697","12","2","2","87.3",25,6,"4.29","29.2",
"Moncada, Yoan","660162","2021","26","520","616","137","89","33","1","14","157","84",25.5,13.6,".263",".412",".375","0.787","61","2","3","90.1",40,8.2,"4.34","27.7",
"Ohtani, Shohei","660271","2021","26","537","639","138","58","26","8","46","189","96",29.6,15,".257",".592",".372","0.964","100","10","26","93.6",35.4,22.3,"4.09","28.8",
"Tsutsugo, Yoshi","660294","2021","29","230","262","50","29","12","1","8","72","29",27.5,11.1,".217",".383",".307","0.690","32","1","0","89.6",28.7,6.9,"4.56","26.2",
"Arauz, Jonathan","660620","2021","22","65","75","12","6","3","0","3","15","8",20,10.7,".185",".369",".274","0.643","8","0","0","85.9",23.1,3.8,,"27.0",
"Ynoa, Huascar","660623","2021","23","32","32","7","4","1","0","2","15","0",46.9,0,".219",".438",".219","0.657","6","0","0","87.4",23.5,11.8,,"24.4",
"Hernandez, Yonny","660634","2021","23","143","166","31","26","5","0","0","32","17",19.3,10.2,".217",".252",".315","0.567","6","2","11","83.1",39.8,0.9,"4.52","26.8",
"Brujan, Vidal","660644","2021","23","26","26","2","2","0","0","0","8","0",30.8,0,".077",".077",".077","0.154","2","0","1","80.5",22.2,0,,"28.8",
"Acuna Jr., Ronald","660670","2021","23","297","360","84","40","19","1","24","85","49",23.6,13.6,".283",".596",".394","0.990","52","6","17","93.8",39.6,20.3,"4.24","29.4",
"Ruiz, Keibert","660688","2021","22","88","96","24","18","3","0","3","9","6",9.4,6.3,".273",".409",".333","0.742","15","0","0","86",30.4,2.5,"4.64","25.5",
"Tejeda, Anderson","660731","2021","23","16","17","1","1","0","0","0","10","1",58.8,5.9,".063",".063",".118","0.181","0","0","1","87.8",16.7,0,,,
"Sanchez, Jesus","660821","2021","23","227","251","57","33","8","2","14","78","20",31.1,8,".251",".489",".319","0.808","36","1","0","90.2",38,12.7,"4.35","27.8",
"Park, Hoy","660829","2021","25","128","150","25","15","5","2","3","38","18",25.3,12,".195",".336",".297","0.633","14","1","1","85.9",29.3,6.5,"4.17","28.2",
"Gutierrez, Vladimir","661269","2021","25","33","42","3","3","0","0","0","14","2",33.3,4.8,".091",".091",".143","0.234","1","0","0","79.5",7.7,0,,"24.3",
"Contreras, William","661388","2021","23","163","185","35","22","4","1","8","54","19",29.2,10.3,".215",".399",".303","0.702","23","0","0","92.5",28.2,10.9,"4.53","27.0",
"Varsho, Daulton","662139","2021","24","284","315","70","40","17","2","11","67","30",21.3,9.5,".246",".437",".318","0.755","38","0","6","87.7",31.7,7.3,"4.2","28.4",
"Jones, Jahmai","663330","2021","23","67","72","10","7","3","0","0","26","4",36.1,5.6,".149",".194",".208","0.402","3","0","1","87.4",29.3,2.4,,"28.3",
"Nootbaar, Lars","663457","2021","23","109","124","26","17","3","1","5","28","13",22.6,10.5,".239",".422",".317","0.739","15","1","2","89.1",24.1,4.8,"4.28","28.4",
"Nevin, Tyler","663527","2021","24","14","18","4","1","2","0","1","5","4",27.8,22.2,".286",".643",".444","1.087","3","0","0","93.5",22.2,11.1,,"24.8",
"Hoerner, Nico","663538","2021","24","149","170","45","35","10","0","0","25","17",14.7,10,".302",".369",".382","0.751","16","3","5","87",31.2,1.6,"4.28","28.8",
"Riley, Austin","663586","2021","24","590","662","179","112","33","1","33","168","52",25.4,7.9,".303",".531",".367","0.898","107","1","0","90.1",36.5,13.3,"4.49","27.8",
"Madrigal, Nick","663611","2021","24","200","215","61","45","10","4","2","17","11",7.9,5.1,".305",".425",".349","0.774","21","2","1","85.5",27.7,1.1,"4.29","28.1",
"Larnach, Trevor","663616","2021","24","260","301","58","39","12","0","7","104","31",34.6,10.3,".223",".350",".322","0.672","28","0","1","90",34.8,9.5,"4.61","26.5",
"Mountcastle, Ryan","663624","2021","24","534","586","136","79","23","1","33","161","41",27.5,7,".255",".487",".309","0.796","89","3","4","89.1",38.9,11.8,"4.44","28.1",
"McKenna, Ryan","663630","2021","24","169","197","31","22","6","1","2","74","24",37.6,12.2,".183",".266",".292","0.558","14","0","1","86.5",40.2,7.2,"4.24","29.3",
"Hayes, Ke'Bryan","663647","2021","24","362","396","93","65","20","2","6","87","31",22,7.8,".257",".373",".316","0.689","38","1","9","90.2",27.4,5.1,"4.4","27.8",
"Tucker, Kyle","663656","2021","24","506","567","149","79","37","3","30","90","53",15.9,9.3,".294",".557",".359","0.916","92","2","14","91.4",42,11.6,"4.42","27.4",
"Cameron, Daz","663662","2021","24","103","115","20","11","5","0","4","38","10",33,8.7,".194",".359",".278","0.637","13","0","6","88.7",36.9,7.7,"4.46","28.1",
"India, Jonathan","663697","2021","24","532","631","143","86","34","2","21","141","71",22.3,11.3,".269",".459",".376","0.835","69","3","12","87.6",33.6,9.6,"4.4","28.5",
"Raleigh, Cal","663728","2021","24","139","148","25","11","12","0","2","52","7",35.1,4.7,".180",".309",".223","0.532","13","0","0","88",37.5,6.8,"4.5","27.0",
"Neidert, Nick","663734","2021","24","11","12","0","0","0","0","0","5","1",41.7,8.3,".000",".000",".083","0.083","0","0","0","86.7",16.7,0,,,
"Fortes, Nick","663743","2021","24","31","34","9","5","0","0","4","8","3",23.5,8.8,".290",".677",".353","1.030","7","0","1","91.3",43.5,21.7,,"26.2",
"Grisham, Trent","663757","2021","24","462","527","112","66","28","3","15","119","54",22.6,10.2,".242",".413",".327","0.740","62","5","13","88.8",31,5.2,"4.34","28.8",
"Woodford, Jake","663765","2021","24","18","20","2","2","0","0","0","9","0",45,0,".111",".111",".111","0.222","0","0","0","87.9",18.2,0,,"22.9",
"Terry, Curtis","663799","2021","24","45","48","4","2","2","0","0","15","2",31.3,4.2,".089",".133",".146","0.279","1","0","0","82.5",30,6.7,,"25.3",
"Vierling, Matt","663837","2021","24","71","77","23","17","3","1","2","20","4",26,5.2,".324",".479",".364","0.843","6","0","2","91.5",30.8,3.8,"4.4","29.2",
"Rivas III, Alfonso","663845","2021","24","44","49","14","12","1","0","1","16","4",32.7,8.2,".318",".409",".388","0.797","3","0","0","88.4",35.7,3.6,,"26.3",
"Gonzalez, Romy","663853","2021","24","32","33","8","5","3","0","0","11","1",33.3,3,".250",".344",".273","0.617","2","0","0","87.1",28.6,9.5,,"28.2",
"Stephenson, Tyler","663886","2021","24","350","402","100","69","21","0","10","75","41",18.7,10.2,".286",".431",".366","0.797","45","0","0","88.4",36.1,5.4,"4.58","26.9",
"Williams, Luke","663897","2021","24","98","108","24","19","4","0","1","23","10",21.3,9.3,".245",".316",".315","0.631","6","2","2","84.7",24,0,"4.3","28.9",
"Rodgers, Brendan","663898","2021","24","387","415","110","71","21","3","15","84","19",20.2,4.6,".284",".470",".328","0.798","51","0","0","88.8",30.5,6.2,"4.49","26.8",
"Blankenhorn, Travis","663905","2021","24","23","24","4","1","2","0","1","8","1",33.3,4.2,".174",".391",".208","0.599","4","0","0","96.2",33.3,20,,"25.0",
"Paddack, Chris","663978","2021","25","35","42","1","1","0","0","0","26","1",61.9,2.4,".029",".029",".081","0.110","0","0","0","88.1",21.4,0,,,
"Lowe, Nathaniel","663993","2021","25","557","642","147","102","24","3","18","162","80",25.2,12.5,".264",".415",".357","0.772","72","0","8","90.8",31.4,9.5,"4.36","27.3",
"Happ, Ian","664023","2021","26","465","535","105","59","20","1","25","156","62",29.2,11.6,".226",".434",".323","0.757","66","2","9","89.5",30.8,10.9,"4.39","27.7",
"France, Ty","664034","2021","26","571","650","166","115","32","1","18","106","46",16.3,7.1,".291",".445",".368","0.813","73","0","0","88.5",35.9,6.8,"4.78","25.3",
"Lowe, Brandon","664040","2021","26","535","615","132","62","31","0","39","167","68",27.2,11.1,".247",".523",".340","0.863","99","1","7","89.3",37.2,14,"4.33","27.6",
"Bader, Harrison","664056","2021","27","367","401","98","60","21","1","16","85","27",21.2,6.7,".267",".460",".324","0.784","50","4","9","86.2",27.1,7,"4.21","29.5",
"Stevenson, Andrew","664057","2021","27","192","213","44","33","6","0","5","61","13",28.6,6.1,".229",".339",".294","0.633","23","1","1","89.6",28.4,6,"4.21","29.3",
"Fletcher, David","664058","2021","27","626","665","164","132","27","3","2","60","31",9,4.7,".262",".324",".297","0.621","47","3","15","82.3",30.4,0,"4.34","27.7",
"Haggerty, Sam","664059","2021","27","86","94","16","11","3","0","2","28","6",29.8,6.4,".186",".291",".247","0.538","5","1","5","87.5",35.6,5.1,"4.27","29.5",
"Gonsolin, Tony","664062","2021","27","17","19","3","2","1","0","0","8","1",42.1,5.3,".176",".235",".222","0.457","0","0","0","82.4",20,0,,"26.8",
"Kingery, Scott","664068","2021","27","19","19","1","1","0","0","0","12","0",63.2,0,".053",".053",".053","0.106","0","0","0","72.5",28.6,0,,,
"Brubaker, JT","664141","2021","27","38","43","3","3","0","0","0","15","4",34.9,9.3,".079",".079",".167","0.246","3","0","0","81.5",4.2,0,,"25.7",
"Lucchesi, Joey","664192","2021","28","10","11","0","0","0","0","0","7","1",63.6,9.1,".000",".000",".091","0.091","0","0","0","64.8",0,0,,,
"Moore, Dylan","664238","2021","28","332","377","60","35","11","2","12","111","40",29.4,10.6,".181",".334",".276","0.610","43","5","21","86.5",33.3,8.6,"4.38","28.4",
"Garlick, Kyle","664247","2021","29","99","107","23","10","8","0","5","32","6",29.9,5.6,".232",".465",".280","0.745","10","0","1","88.4",36.8,13.2,"4.67","26.8",
"Florial, Estevan","664314","2021","23","20","25","6","3","2","0","1","6","5",24,20,".300",".550",".440","0.990","2","0","1","89.3",35.7,7.1,,"28.9",
"Lopez, Alejo","664670","2021","25","23","23","6","6","0","0","0","5","0",21.7,0,".261",".261",".261","0.522","0","0","0","84.8",33.3,0,,"26.1",
"Straw, Myles","664702","2021","26","564","638","153","119","29","1","4","121","67",19,10.5,".271",".348",".349","0.697","48","6","30","87.1",42.6,1.3,"4.12","29.3",
"Isbel, Kyle","664728","2021","24","76","83","21","13","5","2","1","23","7",27.7,8.4,".276",".434",".337","0.771","7","0","2","87.3",32.1,3.8,,"28.2",
"Higgins, P.J.","664731","2021","28","23","25","1","1","0","0","0","8","2",32,8,".043",".043",".120","0.163","0","0","0","82.4",13.3,0,,"26.3",
"Bohm, Alec","664761","2021","24","380","417","94","72","15","0","7","111","31",26.6,7.4,".247",".342",".305","0.647","47","0","4","92",33.3,6.6,"4.54","27.7",
"Wade Jr., LaMonte","664774","2021","27","336","381","85","47","17","3","18","89","33",23.4,8.7,".253",".482",".326","0.808","56","1","6","90.1",37.8,10.6,"4.66","26.5",
"Tom, Ka'ai","664789","2021","27","108","133","15","10","2","1","2","36","17",27.1,12.8,".139",".231",".278","0.509","12","0","1","84.2",32,4,"4.24","28.1",
"Mazeika, Patrick","664850","2021","27","79","87","15","11","3","0","1","18","4",20.7,4.6,".190",".266",".253","0.519","6","0","0","87",29,1.6,"4.45","25.8",
"Zavala, Seby","664874","2021","27","93","104","17","9","3","0","5","41","6",39.4,5.8,".183",".376",".240","0.616","15","0","0","88",30.4,8.9,,"25.7",
"Mendick, Danny","664901","2021","27","164","186","36","29","5","0","2","42","18",22.6,9.7,".220",".287",".303","0.590","20","1","0","84.1",29,1.6,"4.59","26.6",
"Brown, Seth","664913","2021","28","281","307","60","26","13","1","20","89","23",29,7.5,".214",".480",".274","0.754","48","1","4","88.9",33.5,13.9,"4.44","28.1",
"McCarthy, Jake","664983","2021","23","59","70","13","8","3","0","2","23","8",32.9,11.4,".220",".373",".333","0.706","4","2","3","80",18.9,2.7,,"30.1",
"Walsh, Jared","665120","2021","27","530","585","147","83","34","1","29","152","48",26,8.2,".277",".509",".340","0.849","98","1","2","89.6",33.6,11.3,"4.43","27.0",
"Maton, Nick","665155","2021","24","117","131","30","20","7","1","2","39","10",29.8,7.6,".256",".385",".323","0.708","14","0","2","87.8",37.5,6.3,"4.42","27.2",
"Celestino, Gilberto","665482","2021","22","59","62","8","3","3","0","2","14","3",22.6,4.8,".136",".288",".177","0.465","3","0","0","87.2",35.6,6.7,"4.44","28.3",
"Tatis Jr., Fernando","665487","2021","22","478","546","135","62","31","0","42","153","62",28,11.4,".282",".611",".364","0.975","97","4","25","93.9",33.1,21.3,"4.26","29.3",
"Guerrero Jr., Vladimir","665489","2021","22","604","698","188","110","29","1","48","110","86",15.8,12.3,".311",".601",".401","1.002","111","1","4","95.1",33.7,15.1,"4.62","26.8",
"Pache, Cristian","665506","2021","22","63","68","7","3","3","0","1","25","2",36.8,2.9,".111",".206",".152","0.358","4","0","0","81.7",20,5,"4.36","28.9",
"Marchan, Rafael","665561","2021","22","52","56","12","9","1","1","1","10","4",17.9,7.1,".231",".346",".286","0.632","4","0","0","83.8",26.2,0,,"27.8",
"Soto, Juan","665742","2021","22","502","654","157","106","20","2","29","93","145",14.2,22.2,".313",".534",".465","0.999","95","7","9","93",29.7,13.3,"4.33","27.0",
"Taveras, Leody","665750","2021","22","174","185","28","17","6","2","3","60","9",32.4,4.9,".161",".270",".207","0.477","9","1","10","87.2",28.7,6.1,"4.16","29.7",
"Rivero, Sebastian ","665861","2021","22","40","44","7","5","2","0","0","15","3",34.1,6.8,".175",".225",".250","0.475","3","0","0","86.6",28,0,,"24.8",
"Chisholm Jr., Jazz","665862","2021","23","464","507","115","73","20","4","18","145","34",28.6,6.7,".248",".425",".303","0.728","53","8","23","90.2",29,9,"4.12","29.1",
"Gimenez, Andres","665926","2021","22","188","210","41","26","10","0","5","54","11",25.7,5.2,".218",".351",".282","0.633","16","0","11","86.4",23.2,3.6,"4.2","29.0",
"Anderson, Ian","666120","2021","23","37","41","2","1","1","0","0","29","1",70.7,2.4,".054",".081",".079","0.160","0","0","0","82.6",27.3,0,,"22.4",
"Garrett, Braxton","666129","2021","23","11","11","2","2","0","0","0","4","0",36.4,0,".182",".182",".182","0.364","0","0","0","84",28.6,0,,,
"Kirilloff, Alex","666135","2021","23","215","231","54","34","11","1","8","52","14",22.5,6.1,".251",".423",".299","0.722","34","1","1","91",39,12.8,"4.34","27.4",
"Lee, Khalil","666137","2021","23","18","18","1","0","1","0","0","13","0",72.2,0,".056",".111",".056","0.167","1","0","0","89.5",40,0,,,
"Lux, Gavin","666158","2021","23","335","381","81","58","12","4","7","83","41",21.8,10.8,".242",".364",".328","0.692","46","1","4","89.8",34.6,3.9,"4.18","29.1",
"Moniak, Mickey","666160","2021","23","33","37","3","2","0","0","1","16","3",43.2,8.1,".091",".182",".167","0.349","3","0","0","90.9",27.8,5.6,,"27.8",
"Rortvedt, Ben","666163","2021","23","89","98","15","11","1","0","3","29","6",29.6,6.1,".169",".281",".229","0.510","7","0","0","84.6",25.8,6.5,"4.55","26.7",
"Adell, Jo","666176","2021","22","130","140","32","21","5","2","4","32","8",22.9,5.7,".246",".408",".295","0.703","26","1","2","86.3",28.3,9.1,"4.28","29.9",
"Beer, Seth","666179","2021","24","9","10","4","2","1","0","1","3","1",30,10,".444",".889",".500","1.389","3","0","0","88.5",83.3,0,,,
"Bichette, Bo","666182","2021","23","640","690","191","131","30","1","29","137","40",19.9,5.8,".298",".484",".343","0.827","102","1","25","91.4",33.5,9.9,"4.4","28.0",
"Carlson, Dylan","666185","2021","22","542","619","144","91","31","4","18","152","57",24.6,9.2,".266",".437",".343","0.780","65","1","2","88.2",40.6,7,"4.37","28.0",
"Kieboom, Carter","666198","2021","23","217","249","45","33","6","0","6","62","25",24.9,10,".207",".318",".301","0.619","20","0","0","85.3",28.7,3.8,"4.56","27.4",
"Luzardo, Jesus","666200","2021","23","15","20","0","0","0","0","0","6","4",30,20,".000",".000",".211","0.211","0","0","0","77.6",0,0,,"24.0",
"Muller, Kyle","666205","2021","23","11","13","1","1","0","0","0","7","1",53.8,7.7,".091",".091",".167","0.258","0","0","0","86.7",0,0,,,
"Trammell, Taylor","666211","2021","23","156","178","25","10","7","0","8","75","17",42.1,9.6,".160",".359",".256","0.615","18","3","2","85.9",30.1,7.2,"4.28","28.0",
"Welker, Colton","666213","2021","23","37","40","7","6","1","0","0","11","3",27.5,7.5,".189",".216",".250","0.466","2","0","0","88.1",50,0,,"25.4",
"Castro, Rodolfo","666801","2021","22","86","93","17","10","2","0","5","27","6",29,6.5,".198",".395",".258","0.653","8","0","0","89",25.4,10.2,,"27.4",
"Dalbec, Bobby","666915","2021","26","417","453","100","49","21","5","25","156","28",34.4,6.2,".240",".494",".298","0.792","78","0","2","92.4",36.3,20.2,"4.46","28.2",
"Oliva, Jared","666931","2021","25","40","43","7","5","2","0","0","10","3",23.3,7,".175",".225",".233","0.458","2","0","2","82",16.7,0,,"28.9",
"Garcia, Adolis","666969","2021","28","581","622","141","82","26","2","31","194","32",31.2,5.1,".243",".454",".286","0.740","90","5","16","91",29.4,11.5,"4.32","28.4",
